,school_name,state_name_latest_available_year,school_id_nces_assigned_latest_available_year,county_name,mailing_address_3,location_zip,magnet_school,shared_time_school,urban_centric_locale,school_wide_title_i,state_agency_id,state_school_id
1842,KENWOOD HIGH IB AND SPORTS SCIENCE,Maryland,240012000412,Baltimore County,†,21221,1-Yes,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031572
1843,KERRYDALE ELEM,Virginia,510313001304,Prince William County,†,22193,2-No,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750070
1844,KERSEY CREEK ELEM,Virginia,510183002506,Hanover County,†,23116,2-No,2-No,41-Rural: Fringe,†,VA-042,VA-042-0420200
1845,KETCHAM ES,District of Columbia,110003000176,District of Columbia,†,20020,†,–,11-City: Large,–,DC-001,DC-001-257
1846,KETTERING ELEMENTARY,Maryland,240051001082,Prince George's County,†,20774,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161324
1847,KETTERING MIDDLE,Maryland,240051001472,Prince George's County,†,20774,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161326
1848,KETTLE RUN HIGH SCH,Virginia,510132002785,Fauquier County,†,20181,2-No,2-No,41-Rural: Fringe,†,VA-030,VA-030-0300510
1849,KEY CENTER,Virginia,510126000510,Fairfax County,†,22150,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291901
1850,KEY ES,District of Columbia,110003000174,District of Columbia,†,20016,†,–,11-City: Large,–,DC-001,DC-001-272
1851,KEY MIDDLE,Virginia,510126000511,Fairfax County,†,22150,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291900
1852,KILBY SHORES ELEM,Virginia,510371001877,Suffolk city,†,23434,2-No,2-No,21-Suburb: Large,1-Yes,VA-127,VA-127-1270230
1853,KILMER CENTER,Virginia,510126000512,Fairfax County,†,22182,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291761
1854,KILMER MIDDLE,Virginia,510126000513,Fairfax County,†,22182,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291760
1855,KILN CREEK ELEM,Virginia,510264000358,Newport News city,†,23602,2-No,2-No,12-City: Mid-size,†,VA-117,VA-117-1171290
1856,KIMBALL ES AT DAVIS,District of Columbia,110003000173,District of Columbia,†,20019,†,–,11-City: Large,–,DC-001,DC-001-259
1857,KING & QUEEN ELEM,Virginia,510207000879,King and Queen County,†,23110,2-No,2-No,42-Rural: Distant,2-No,VA-049,VA-049-0490200
1858,KING ES,District of Columbia,110003000102,District of Columbia,†,20032,†,–,11-City: Large,–,DC-001,DC-001-344
1859,KING GEORGE ELEM,Virginia,510210000881,King George County,†,22485,2-No,2-No,32-Town: Distant,2-No,VA-048,VA-048-0480100
1860,KING GEORGE HIGH,Virginia,510210000882,King George County,†,22485,2-No,2-No,32-Town: Distant,†,VA-048,VA-048-0480120
1861,KING GEORGE MIDDLE,Virginia,510210000883,King George County,†,22485,2-No,2-No,41-Rural: Fringe,†,VA-048,VA-048-0480010
1862,KING WILLIAM HIGH,Virginia,510212000886,King William County,†,23086,2-No,2-No,42-Rural: Distant,†,VA-050,VA-050-0500130
1863,KING'S FORK HIGH,Virginia,510371002426,Suffolk city,†,23434,2-No,2-No,21-Suburb: Large,†,VA-127,VA-127-1270395
1864,KING'S FORK MIDDLE,Virginia,510371002321,Suffolk city,†,23434,2-No,2-No,41-Rural: Fringe,†,VA-127,VA-127-1270393
1865,KING'S GRANT ELEM,Virginia,510384001697,Virginia Beach city,†,23452,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280420
1866,KINGS DAUGHTERS HOSP. EP.,Virginia,510003802280,Norfolk city,†,23507,2-No,2-No,12-City: Mid-size,†,VA-564,VA-564-5644010
1867,KINGS GLEN ELEM,Virginia,510126001840,Fairfax County,†,22151,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291890
1868,KINGS PARK ELEM,Virginia,510126000514,Fairfax County,†,22151,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291440
1869,KINGSFORD ELEMENTARY,Maryland,240051000500,Prince George's County,†,20721,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160729
1870,KINGSMAN ACADEMY PCS,DISTRICT OF COLUMBIA,110009900502,District of Columbia,†,20002,†,–,11-City: Large,–,DC-186,DC-186-267
1871,KINGSTON ELEM,Virginia,510384001698,Virginia Beach city,†,23452,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280580
1872,KINGSVIEW MIDDLE,Maryland,240048000863,Montgomery County,†,20874,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150708
1873,KINGSVILLE ELEMENTARY,Maryland,240012000413,Baltimore County,†,21087,2-No,2-No,41-Rural: Fringe,†,MD-03,MD-03-031104
1874,KIPP DC - AIM ACADEMY PCS,District of Columbia,110003100381,District of Columbia,†,20020,†,–,11-City: Large,–,DC-129,DC-129-116
1875,KIPP DC - ARTS AND TECHNOLOGY ACADEMY PCS,DISTRICT OF COLUMBIA,110003100489,District of Columbia,†,20019,†,–,11-City: Large,–,DC-129,DC-129-236
1876,KIPP DC - COLLEGE PREPARATORY ACADEMY PCS,District of Columbia,110003100421,District of Columbia,†,20002,†,–,11-City: Large,–,DC-129,DC-129-1123
1877,KIPP DC - CONNECT ACADEMY PCS,District of Columbia,110003100468,District of Columbia,†,20002,†,–,11-City: Large,–,DC-129,DC-129-209
1878,KIPP DC - DISCOVER ACADEMY PCS,District of Columbia,110003100427,District of Columbia,†,20020,†,–,11-City: Large,–,DC-129,DC-129-1122
1879,KIPP DC - GROW ACADEMY PCS,District of Columbia,110003100432,District of Columbia,†,20001,†,–,11-City: Large,–,DC-129,DC-129-1129
1880,KIPP DC - HEIGHTS ACADEMY PCS,District of Columbia,110003100452,District of Columbia,†,20020,†,–,11-City: Large,–,DC-129,DC-129-3071
1881,KIPP DC - KEY ACADEMY PCS,District of Columbia,110003100246,District of Columbia,†,20019,†,–,11-City: Large,–,DC-129,DC-129-189
1882,KIPP DC - LEAD ACADEMY PCS,District of Columbia,110003100463,District of Columbia,†,20001,†,–,11-City: Large,–,DC-129,DC-129-190
1883,KIPP DC - LEAP ACADEMY PCS,District of Columbia,110003100375,District of Columbia,†,20019,†,–,11-City: Large,–,DC-129,DC-129-132
1884,KIPP DC - NORTHEAST ACADEMY PCS,DISTRICT OF COLUMBIA,110003100487,District of Columbia,†,20002,†,–,11-City: Large,–,DC-129,DC-129-242
1885,KIPP DC - PROMISE ACADEMY PCS,District of Columbia,110003100419,District of Columbia,†,20019,†,–,11-City: Large,–,DC-129,DC-129-1121
1886,KIPP DC - QUEST ACADEMY PCS,DISTRICT OF COLUMBIA,110003100488,District of Columbia,†,20019,†,–,11-City: Large,–,DC-129,DC-129-237
1887,KIPP DC - SPRING ACADEMY PCS,District of Columbia,110003100469,District of Columbia,†,20002,†,–,11-City: Large,–,DC-129,DC-129-214
1888,KIPP DC - VALOR ACADEMY PCS,DISTRICT OF COLUMBIA,110003100486,District of Columbia,†,20019,†,–,11-City: Large,–,DC-129,DC-129-243
1889,KIPP DC - WILL ACADEMY PCS,District of Columbia,110003100376,District of Columbia,†,20001,†,–,11-City: Large,–,DC-129,DC-129-121
1890,KIPP HARMONY ACADEMY,Maryland,240009001681,Baltimore city,†,21209,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300347
1891,KIPPS ELEM,Virginia,510252000916,Montgomery County,†,24060,2-No,2-No,13-City: Small,†,VA-060,VA-060-0600901
1892,KIPTOPEKE ELEM,Virginia,510271000555,Northampton County,†,23310,2-No,2-No,42-Rural: Distant,1-Yes,VA-065,VA-065-0650452
1893,KRAMER MS,District of Columbia,110003000143,District of Columbia,†,20020,†,–,11-City: Large,–,DC-001,DC-001-417
1894,KYLE R. WILSON ELEMENTARY SCHOOL,VIRGINIA,510313003037,Prince William County,†,22193,2-No,2-No,21-Suburb: Large,†,VA-075,VA-075-0750306
1895,L. DOUGLAS WILDER MIDDLE,Virginia,510189001622,Henrico County,†,23227,2-No,2-No,21-Suburb: Large,1-Yes,VA-043,VA-043-0430250
1896,L.F. ADDINGTON MIDDLE,Virginia,510408001797,Wise County,†,24293,2-No,2-No,32-Town: Distant,†,VA-096,VA-096-0960320
1897,L.F. PALMER ELEM,Virginia,510264001060,Newport News city,†,23602,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1170200
1898,L.L. BEAZLEY ELEM,Virginia,510309001277,Prince George County,†,23875,2-No,2-No,41-Rural: Fringe,2-No,VA-074,VA-074-0740310
1899,LA PLATA HIGH SCHOOL,Maryland,240027000596,Charles County,†,20646,2-No,2-No,41-Rural: Fringe,†,MD-08,MD-08-080106
1900,LABURNUM ELEM,Virginia,510189000814,Henrico County,†,23222,2-No,2-No,21-Suburb: Large,1-Yes,VA-043,VA-043-0430430
1901,LACEY SPRING ELEM,Virginia,510339002163,Rockingham County,†,22802,2-No,2-No,42-Rural: Distant,1-Yes,VA-082,VA-082-0820500
1902,LACROSSE ELEM,Virginia,510246001006,Mecklenburg County,†,23950,2-No,2-No,41-Rural: Fringe,1-Yes,VA-058,VA-058-0581020
1903,LAFAYETTE ES,District of Columbia,110003000045,District of Columbia,†,20015,†,–,11-City: Large,–,DC-001,DC-001-261
1904,LAFAYETTE HIGH,Virginia,510402001773,James City County,†,23188,2-No,2-No,23-Suburb: Small,†,VA-131,VA-131-1310090
1905,LAFAYETTE UPPER ELEM,Virginia,510151002468,Fredericksburg city,†,22401,2-No,2-No,22-Suburb: Mid-size,1-Yes,VA-110,VA-110-1100272
1906,LAKE ANNE ELEM,Virginia,510126000515,Fairfax County,†,20190,1-Yes,2-No,13-City: Small,1-Yes,VA-029,VA-029-0291570
1907,LAKE ARBOR ELEMENTARY,Maryland,240051001217,Prince George's County,†,20721,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161346
1908,LAKE BRADDOCK SECONDARY,Virginia,510126000516,Fairfax County,†,22015,1-Yes,2-No,21-Suburb: Large,†,VA-029,VA-029-0290090
1909,LAKE ELKHORN MIDDLE,Maryland,240042001700,Howard County,†,21045,2-No,2-No,13-City: Small,1-Yes,MD-13,MD-13-130617
1910,LAKE RIDGE ELEM,Virginia,510313001997,Prince William County,†,22192,1-Yes,2-No,21-Suburb: Large,†,VA-075,VA-075-0750180
1911,LAKE RIDGE MIDDLE,Virginia,510313002158,Prince William County,†,22192,1-Yes,2-No,21-Suburb: Large,†,VA-075,VA-075-0750720
1912,LAKE SENECA ELEMENTARY,Maryland,240048001448,Montgomery County,†,20874,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150108
1913,LAKE SHORE ELEMENTARY,Maryland,240006000085,Anne Arundel County,†,21122,2-No,2-No,41-Rural: Fringe,†,MD-02,MD-02-022162
1914,LAKE TAYLOR HIGH,Virginia,510267001104,Norfolk city,†,23502,2-No,2-No,12-City: Mid-size,†,VA-118,VA-118-1180840
1915,LAKE TAYLOR MIDDLE,Virginia,510267001105,Norfolk city,†,23502,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180790
1916,LAKELAND ELEMENTARY/MIDDLE,Maryland,240009000264,Baltimore city,†,21230,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300012
1917,LAKELAND HIGH,Virginia,510371002219,Suffolk city,†,23434,1-Yes,2-No,41-Rural: Fringe,†,VA-127,VA-127-1270300
1918,LAKELANDS PARK MIDDLE,Maryland,240048001441,Montgomery County,†,20878,2-No,2-No,13-City: Small,†,MD-15,MD-15-150522
1919,LAKEMONT ELEMENTARY,Virginia,510291001200,Petersburg city,†,23803,2-No,2-No,21-Suburb: Large,1-Yes,VA-120,VA-120-1200170
1920,LAKESIDE ELEM,Virginia,510189000815,Henrico County,†,23228,2-No,2-No,21-Suburb: Large,1-Yes,VA-043,VA-043-0430370
1921,LAKEVIEW ELEM,Virginia,510300001254,Portsmouth city,†,23701,2-No,2-No,13-City: Small,1-Yes,VA-121,VA-121-1211650
1922,LAKEVIEW ELEM,Virginia,510096000364,Colonial Heights city,†,23834,2-No,2-No,21-Suburb: Large,2-No,VA-106,VA-106-1060050
1923,LAKEWOOD ELEMENTARY,Maryland,240009000265,Baltimore city,†,21213,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300086
1924,LAKEWOOD ELEMENTARY,Maryland,240048000862,Montgomery County,†,20850,2-No,2-No,13-City: Small,†,MD-15,MD-15-150209
1925,LAMONT ELEMENTARY,Maryland,240051001085,Prince George's County,†,20784,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-162014
1926,LANCASTER HIGH,Virginia,510216000887,Lancaster County,†,22503,2-No,2-No,43-Rural: Remote,†,VA-051,VA-051-0510010
1927,LANCASTER MIDDLE,Virginia,510216000888,Lancaster County,†,22482,2-No,2-No,43-Rural: Remote,†,VA-051,VA-051-0510110
1928,LANCASTER PRIMARY,Virginia,510216000889,Lancaster County,†,22503,2-No,2-No,43-Rural: Remote,1-Yes,VA-051,VA-051-0510210
1929,LANDSTOWN ELEM,Virginia,510384000674,Virginia Beach city,†,23456,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280932
1930,LANDSTOWN HIGH,Virginia,510384002323,Virginia Beach city,†,23456,1-Yes,2-No,11-City: Large,†,VA-128,VA-128-1281030
1931,LANDSTOWN MIDDLE,Virginia,510384000436,Virginia Beach city,†,23456,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280931
1932,LANE ELEM,Virginia,510126001091,Fairfax County,†,22315,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292209
1933,LANGDON ES,District of Columbia,110003000044,District of Columbia,†,20018,†,–,11-City: Large,–,DC-001,DC-001-262
1934,LANGLEY ES,District of Columbia,110003000445,District of Columbia,†,20002,†,–,11-City: Large,–,DC-001,DC-001-370
1935,LANGLEY HIGH,Virginia,510126000517,Fairfax County,†,22101,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291460
1936,LANGLEY PARK/MCCORMICK ELEMENTARY,Maryland,240051001087,Prince George's County,†,20783,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161719
1937,LANGSTON HIGH  CONTINUATION PRGM.,Virginia,510027002944,Arlington County,†,22207,2-No,1-Yes,12-City: Mid-size,†,VA-007,VA-007-0070617
1938,LANIER MIDDLE,Virginia,510126000518,Fairfax city,†,22030,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291110
1939,LANSDOWNE ELEMENTARY,Maryland,240012000415,Baltimore County,†,21227,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031311
1940,LANSDOWNE HIGH & ACADEMY OF FINANCE,Maryland,240012000416,Baltimore County,†,21227,1-Yes,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031371
1941,LANSDOWNE MIDDLE,Maryland,240012000417,Baltimore County,†,21227,1-Yes,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031351
1942,LARCHMONT ELEM,Virginia,510267001108,Norfolk city,†,23508,2-No,2-No,12-City: Mid-size,†,VA-118,VA-118-1180210
1943,LARGO HIGH,Maryland,240051001089,Prince George's County,†,20774,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-161314
1944,LARKSPUR MIDDLE,Virginia,510384001057,Virginia Beach city,†,23462,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280970
1945,LARRYMORE ELEM,Virginia,510267001109,Norfolk city,†,23518,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180670
1946,LASALLE-BACKUS EDUCATION CAMPUS,District of Columbia,110003000042,District of Columbia,†,20011,†,–,11-City: Large,–,DC-001,DC-001-264
1947,LATIN AMERICAN MONTESSORI BILINGUAL PCS,District of Columbia,110003200247,District of Columbia,†,20011,†,–,11-City: Large,–,DC-130,DC-130-193
1948,LAUREL ELEM,Virginia,510069000250,Carroll County,†,24312,2-No,2-No,42-Rural: Distant,1-Yes,VA-018,VA-018-0181160
1949,LAUREL ELEMENTARY,Maryland,240051001090,Prince George's County,†,20707,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161001
1950,LAUREL HIGH,Maryland,240051001092,Prince George's County,†,20707,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-161008
1951,LAUREL HILL ELEM,Virginia,510126002802,Fairfax County,†,22079,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292348
1952,LAUREL LANE ELEM,Virginia,510402001776,James City County,†,23188,2-No,2-No,23-Suburb: Small,2-No,VA-131,VA-131-1310050
1953,LAUREL MEADOW ELEM,Virginia,510183002772,Hanover County,†,23111,2-No,2-No,21-Suburb: Large,†,VA-042,VA-042-0420210
1954,LAUREL PARK MIDDLE,Virginia,510192000840,Henry County,†,24112,2-No,2-No,41-Rural: Fringe,†,VA-044,VA-044-0440670
1955,LAUREL REGIONAL SPECIAL ED CTR,Virginia,510002401572,Lynchburg city,†,24501,2-No,1-Yes,13-City: Small,†,VA-282,VA-282-2820010
1956,LAUREL RIDGE ELEM,Virginia,510126000519,Fairfax County,†,22032,1-Yes,2-No,21-Suburb: Large,†,VA-029,VA-029-0291970
1957,LAUREL WOODS ELEMENTARY,Maryland,240042000761,Howard County,†,20723,2-No,2-No,21-Suburb: Large,1-Yes,MD-13,MD-13-130618
1958,LAWRENCE E. BOONE ES,District of Columbia,110003000161,District of Columbia,†,20020,†,–,11-City: Large,–,DC-001,DC-001-291
1959,LAWSON-MARRIOTT ELEM,Virginia,510207000880,King and Queen County,†,23148,2-No,2-No,42-Rural: Distant,2-No,VA-049,VA-049-0490290
1960,LAYTONSVILLE ELEMENTARY,Maryland,240048000864,Montgomery County,†,20882,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150051
1961,LEBANON ELEM,Virginia,510342001524,Russell County,†,24266,2-No,2-No,32-Town: Distant,1-Yes,VA-083,VA-083-0830410
1962,LEBANON HIGH,Virginia,510342002042,Russell County,†,24266,2-No,2-No,41-Rural: Fringe,†,VA-083,VA-083-0830140
1963,LEBANON MIDDLE,Virginia,510342002461,Russell County,†,24266,2-No,2-No,41-Rural: Fringe,2-No,VA-083,VA-083-0830902
1964,LEBANON PRIMARY,Virginia,510342001523,Russell County,†,24266,2-No,2-No,41-Rural: Fringe,1-Yes,VA-083,VA-083-0830390
1965,LECKIE EDUCATION CAMPUS,District of Columbia,110003000041,District of Columbia,†,20032,†,–,11-City: Large,–,DC-001,DC-001-266
1966,LEE COUNTY CAREER & TECH. CENTER,Virginia,510219000898,Lee County,†,24218,2-No,1-Yes,42-Rural: Distant,†,VA-052,VA-052-0520370
1967,LEE DAVIS HIGH,Virginia,510183000772,Hanover County,†,23111,2-No,2-No,21-Suburb: Large,†,VA-042,VA-042-0420370
1968,LEE HALL EARLY CHILDHOOD CENTER,Virginia,510264002470,Newport News city,†,23603,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1171409
1969,LEE HALL ELEM,Virginia,510264001061,Newport News city,†,23603,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1171180
1970,LEE HIGH,Virginia,510126000521,Fairfax County,†,22150,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291020
1971,LEE HIGH,Virginia,510219002152,Lee County,†,24263,2-No,2-No,42-Rural: Distant,†,VA-052,VA-052-0520300
1972,LEE HILL ELEM,Virginia,510364001589,Spotsylvania County,†,22408,2-No,2-No,22-Suburb: Mid-size,2-No,VA-088,VA-088-0880030
1973,LEE M. WAID ELEM,Virginia,510144000641,Franklin County,†,24151,2-No,2-No,32-Town: Distant,1-Yes,VA-033,VA-033-0330660
1974,LEE MONTESSORI PCS,District of Columbia,110009300476,District of Columbia,†,20017,†,–,11-City: Large,–,DC-177,DC-177-228
1975,LEE-JACKSON ELEM,Virginia,510243001388,Mathews County,†,23109,2-No,2-No,42-Rural: Distant,1-Yes,VA-057,VA-057-0570291
1976,LEEDS ELEMENTARY,Maryland,240024000572,Cecil County,†,21921,2-No,2-No,41-Rural: Fringe,†,MD-07,MD-07-070315
1977,LEES CORNER ELEM,Virginia,510126002063,Fairfax County,†,22033,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291850
1978,LEESBURG ELEM,Virginia,510225001852,Loudoun County,†,20176,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530080
1979,LEESVILLE ROAD ELEM,Virginia,510060000230,Campbell County,†,24502,2-No,2-No,22-Suburb: Mid-size,1-Yes,VA-016,VA-016-0160690
1980,LEESYLVANIA ELEM,Virginia,510313001399,Prince William County,†,22191,2-No,2-No,21-Suburb: Large,†,VA-075,VA-075-0750830
1981,LEGACY ELEM,Virginia,510225002452,Loudoun County,†,20148,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530430
1982,LEITH WALK ELEMENTARY/MIDDLE,Maryland,240009000268,Baltimore city,†,21239,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300245
1983,LEMON ROAD ELEM,Virginia,510126000522,Fairfax County,†,22043,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0290770
1984,LEONARDTOWN ELEMENTARY,Maryland,240060001228,St. Mary's County,†,20650,2-No,2-No,31-Town: Fringe,†,MD-18,MD-18-180301
1985,LEONARDTOWN HIGH,Maryland,240060001356,St. Mary's County,†,20650,2-No,2-No,41-Rural: Fringe,†,MD-18,MD-18-180306
1986,LEONARDTOWN MIDDLE,Maryland,240060001229,St. Mary's County,†,20650,2-No,2-No,41-Rural: Fringe,†,MD-18,MD-18-180305
1987,LESLIE FOX KEYSER ELEM,Virginia,510387001731,Warren County,†,22630,2-No,2-No,31-Town: Fringe,1-Yes,VA-093,VA-093-0930020
1988,LESLIE H WALTON MIDDLE,Virginia,510009000026,Albemarle County,†,22903,2-No,2-No,41-Rural: Fringe,†,VA-002,VA-002-0020020
1989,LETTIE MARSHALL DENT ELEM,Maryland,240060001399,St. Mary's County,†,20659,2-No,2-No,41-Rural: Fringe,†,MD-18,MD-18-180501
1990,LEWIS & CLARK ELEM,Virginia,510066002784,Caroline County,†,22546,2-No,2-No,32-Town: Distant,†,VA-017,VA-017-0179020
1991,LEWISDALE ELEMENTARY,Maryland,240051001093,Prince George's County,†,20783,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161712
1992,LEWISTOWN ELEMENTARY,Maryland,240033000636,Frederick County,†,21788,2-No,2-No,41-Rural: Fringe,2-No,MD-10,MD-10-102001
1993,LEXINGTON PARK ELEMENTARY,Maryland,240060001230,St. Mary's County,†,20653,2-No,2-No,13-City: Small,1-Yes,MD-18,MD-18-180804
1994,LIBERTY ELEM,Virginia,510225002774,Loudoun County,†,20152,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530560
1995,LIBERTY ELEMENTARY,Maryland,240009000270,Baltimore city,†,21207,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300064
1996,LIBERTY ELEMENTARY,Maryland,240033000637,Frederick County,†,21701,2-No,2-No,41-Rural: Fringe,†,MD-10,MD-10-100801
1997,LIBERTY HIGH,Virginia,510036000151,Bedford County,†,24523,2-No,2-No,41-Rural: Fringe,†,VA-010,VA-010-0101180
1998,LIBERTY HIGH,Maryland,240021001394,Carroll County,†,21784,2-No,2-No,23-Suburb: Small,†,MD-06,MD-06-060507
1999,LIBERTY HIGH,Virginia,510132000854,Fauquier County,†,22712,2-No,2-No,31-Town: Fringe,†,VA-030,VA-030-0300851
2000,LIBERTY MIDDLE,Virginia,510183000773,Hanover County,†,23005,2-No,2-No,41-Rural: Fringe,†,VA-042,VA-042-0420450
2001,LIBERTY MIDDLE,Virginia,510036000143,Bedford County,†,24523,2-No,2-No,41-Rural: Fringe,†,VA-010,VA-010-0100490
2002,LIBERTY MIDDLE,Virginia,510126002271,Fairfax County,†,20124,2-No,2-No,41-Rural: Fringe,†,VA-029,VA-029-0292233
2003,LIGHTFOOT ELEM,Virginia,510282001173,Orange County,†,22567,2-No,2-No,42-Rural: Distant,1-Yes,VA-068,VA-068-0680070
2004,LILLIE MAY CARROLL JACKSON SCHOOL,MARYLAND,240009001734,Baltimore city,†,21212,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300371
2005,LIME KILN MIDDLE,Maryland,240042001115,Howard County,†,20759,2-No,2-No,41-Rural: Fringe,†,MD-13,MD-13-130526
2006,LINCOLN ELEM,Virginia,510225000922,Loudoun County,†,20132,2-No,2-No,31-Town: Fringe,†,VA-053,VA-053-0530290
2007,LINCOLN ELEMENTARY,Maryland,240033000649,Frederick County,†,21701,2-No,2-No,13-City: Small,1-Yes,MD-10,MD-10-100204
2008,LINCOLN TERRACE ELEM,Virginia,510330001425,Roanoke city,†,24012,2-No,2-No,13-City: Small,1-Yes,VA-124,VA-124-1240340
2009,LINCOLNSHIRE ELEMENTARY,Maryland,240066001273,Washington County,†,21740,2-No,2-No,22-Suburb: Mid-size,1-Yes,MD-21,MD-21-212601
2010,LINDALE MIDDLE,Maryland,240006000087,Anne Arundel County,†,21090,2-No,2-No,21-Suburb: Large,2-No,MD-02,MD-02-021053
